# Stream: FlexEEG (EEG) from LAPTOP-HAVIHBPF
# Time range (requested): 0s - 61s
# Buffer range available: 0.0000s - 61.0005s
timestamp,relative_time,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9
0,0.0000,-8425,-7419,0,14,20,136,162,77,0
0.0019990999999208725,0.0020,-10566,3369,0,41,-27,127,136,43,0
0.003995000000031723,0.0040,22112,-1173,0,102,-5,152,106,59,0
0.006226099999821599,0.0062,-25238,-3399,0,117,-78,123,90,17,0
0.008592899999712245,0.0086,19044,6236,0,116,-54,99,75,-23,0
0.010754899999938061,0.0108,-8616,-6607,0,107,-24,87,51,-45,0
0.04639199999974153,0.0464,-11230,4037,0,113,-72,103,89,-61,0
0.048520100000132516,0.0485,21839,41,0,117,-57,124,87,-100,0
0.05074239999976271,0.0507,-25166,-3066,0,117,-103,144,65,-138,0
0.06501070000012987,0.0650,18678,6589,0,106,-67,139,93,-144,0
0.06733480000002601,0.0673,-8233,-6274,0,116,-33,105,124,-146,0
0.0693277999998827,0.0693,-10939,3947,0,153,-32,81,116,-142,0
0.09479319999991276,0.0948,22303,-267,0,156,23,88,116,-111,0
0.09687320000011823,0.0969,-25167,-3134,0,158,32,49,76,-123,0
0.09889119999979812,0.0989,18276,6766,0,158,92,33,68,-104,0
0.12838419999980033,0.1284,-8225,-6129,0,164,112,59,42,-100,0
0.13048810000009325,0.1305,-10827,3990,0,150,64,60,45,-57,0
0.13262619999977687,0.1326,22921,-465,0,125,94,86,60,-41,0
0.13496589999977004,0.1350,-24535,-3867,0,100,64,70,44,-49,0
0.1369854999998097,0.1370,18755,6041,0,116,126,53,19,-48,0
0.13920550000011644,0.1392,-7748,-6796,0,128,123,66,-4,-77,0
0.16372649999993882,0.1637,-11379,4016,0,118,109,45,-1,-105,0
0.16580829999975322,0.1658,22865,12,0,135,180,39,31,-118,0
0.16777509999974427,0.1678,-24722,-3354,0,136,148,6,20,-123,0
0.17037129999971512,0.1704,18436,6700,0,115,155,-20,50,-97,0
0.17246369999975286,0.1725,-7621,-6116,0,116,151,-3,32,-60,0
0.17500569999992877,0.1750,-11570,4254,0,97,97,-50,56,-76,0
0.20185899999978574,0.2019,22908,413,0,61,147,-52,59,-55,0
0.20418530000006285,0.2042,-24751,-2834,0,39,102,-57,-9,-47,0
0.20646140000008018,0.2065,18577,6780,0,37,88,-19,-15,-17,0
0.23769469999979265,0.2377,-7054,-6016,0,24,80,29,-34,-28,0
0.2401612999997269,0.2402,-11223,4252,0,7,0,2,-76,-60,0
0.2421937999997681,0.2422,23365,372,0,-15,58,11,-65,-60,0
0.2739588999997977,0.2740,-24275,-3335,0,29,10,9,-78,-111,0
