# Stream: FlexEEG (EEG) from LAPTOP-HAVIHBPF
# Time range (requested): 0s - 60.981s
# Buffer range available: 0.0000s - 60.9815s
timestamp,relative_time,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9
0,0.0000,-11163,10327,0,146,200,78,28,-75,0
0.0026527999998506857,0.0027,-13427,18064,0,163,133,83,-24,-112,0
0.005421299999852636,0.0054,30149,-32768,0,114,204,114,-36,-101,0
0.008198999999876833,0.0082,-32768,32767,0,122,97,90,-126,-141,0
0.019378800000140473,0.0194,26862,-26557,0,121,118,82,-89,-113,0
0.022175900000092952,0.0222,-11404,10516,0,144,124,106,-93,-77,0
0.03913120000015624,0.0391,-13146,17702,0,168,47,104,-113,-84,0
0.04183809999994992,0.0418,30598,-32768,0,133,100,101,-98,-84,0
0.0446167999998579,0.0446,-32768,32767,0,128,16,66,-182,-110,0
0.07098210000003746,0.0710,26857,-26632,0,159,56,42,-176,-50,0
0.0738098000001628,0.0738,-11528,10725,0,151,59,44,-143,1,0
0.07678739999983009,0.0768,-13542,18649,0,120,22,23,-103,0,0
0.07948880000003555,0.0795,30477,-32768,0,79,81,58,-71,15,0
0.08161620000009862,0.0816,-32768,32767,0,93,35,54,-99,-13,0
0.08421290000023873,0.0842,27143,-26974,0,99,76,68,-70,-3,0
0.10648889999993116,0.1065,-11369,10349,0,56,90,49,-60,-18,0
0.10926550000021962,0.1093,-13134,17836,0,77,13,39,-75,-39,0
0.11195120000002134,0.1120,30797,-32768,0,32,79,58,-53,-58,0
0.1387005000001409,0.1387,-32768,32767,0,34,29,50,-58,-79,0
0.14255510000020877,0.1426,27112,-26689,0,32,55,51,6,-80,0
0.14439420000007885,0.1444,-11402,10247,0,-2,48,45,15,-106,0
0.17299540000021807,0.1730,-12784,17294,0,3,4,19,48,-69,0
0.17565270000022792,0.1757,30900,-32768,0,-12,97,58,74,-15,0
0.17837510000026668,0.1784,-32768,32767,0,-15,43,13,12,-17,0
0.18140459999995073,0.1814,27203,-26616,0,-21,70,38,7,18,0
0.18391980000023977,0.1839,-11369,10021,0,-47,63,60,-4,48,0
0.18701559999999517,0.1870,-13229,18542,0,-45,24,9,-12,57,0
0.2412057999999888,0.2412,30796,-32768,0,-66,120,23,15,86,0
0.24318200000016077,0.2432,-32768,32767,0,-64,30,11,-28,44,0
0.2457542000001922,0.2458,27453,-27530,0,-65,59,48,-29,31,0
0.24783669999987978,0.2478,-11581,10130,0,-79,96,68,-83,7,0
0.2503654000001916,0.2504,-12969,17543,0,-83,68,33,-90,-11,0
0.2528861999999208,0.2529,30648,-32768,0,-107,141,50,-56,4,0
0.25522499999988213,0.2552,-32768,32767,0,-79,72,51,-96,-6,0
0.2571047000001272,0.2571,27787,-26956,0,-87,121,72,-73,-22,0
0.25884910000013406,0.2588,-11590,11114,0,-84,124,66,-107,-28,0
0.2813647000002675,0.2814,-13173,19005,0,-66,86,70,-114,6,0
0.28308629999992263,0.2831,30675,-32768,0,-57,154,87,-110,24,0
0.2853934999998273,0.2854,-32768,32767,0,-27,59,42,-152,-17,0
0.29687280000007377,0.2969,27831,-27535,0,12,112,18,-128,19,0
0.2986037999999098,0.2986,-11551,10504,0,19,137,41,-138,14,0
0.3003256000001784,0.3003,-12757,17757,0,1,107,41,-179,10,0
0.3200627000001077,0.3201,31021,-32768,0,-37,177,25,-139,23,0
0.3223462000000836,0.3223,-32768,32767,0,-49,112,0,-192,4,0
0.324262500000259,0.3243,27868,-27233,0,-61,151,31,-172,-11,0
0.3538973999998234,0.3539,-11511,10820,0,-37,145,40,-180,-19,0
0.35706160000017917,0.3571,-12749,17959,0,-36,120,44,-138,-58,0
0.3593676000000414,0.3594,30930,-32768,0,-55,170,68,-141,-51,0
0.3899615000000267,0.3900,-32768,32767,0,-81,95,58,-190,-91,0
0.3919442000001254,0.3919,27949,-28278,0,-58,154,63,-157,-75,0
0.39389100000016697,0.3939,-11584,10073,0,-34,182,51,-137,-47,0
0.39577319999989413,0.3958,-13096,18728,0,-25,142,15,-108,-67,0
0.39791890000014973,0.3979,30575,-32768,0,-57,176,8,-91,-82,0
0.40057759999990594,0.4006,-32768,32767,0,-68,56,-47,-119,-98,0
0.4256961000000956,0.4257,27728,-27334,0,-48,83,-19,-115,-63,0
0.4277575999999499,0.4278,-11748,10452,0,-39,53,52,-152,-72,0
0.43033439999999246,0.4303,-13181,18651,0,20,8,48,-165,-101,0
0.45878010000024005,0.4588,30400,-32768,0,8,69,39,-127,-95,0
0.46056899999985035,0.4606,-32768,32767,0,52,-1,48,-159,-107,0
0.46338090000017473,0.4634,27598,-27325,0,90,62,26,-122,-66,0
0.4661203000000569,0.4661,-12367,11438,0,97,52,-3,-117,-64,0
0.468233500000224,0.4682,-13331,18816,0,110,23,5,-107,-99,0
0.4708559000000605,0.4709,30160,-32768,0,98,88,7,-93,-85,0
0.4981582000000344,0.4982,-32768,32767,0,99,45,-20,-104,-74,0
0.5004564999999275,0.5005,27957,-27798,0,119,93,4,-81,-42,0
0.5029751000001852,0.5030,-12137,11336,0,81,132,-17,-105,-49,0
0.5053255000002537,0.5053,-13052,18512,0,95,63,-31,-104,-43,0
0.5080140000000029,0.5080,30241,-32768,0,44,132,19,-112,-37,0
0.5099571000000651,0.5100,-32768,32767,0,10,72,12,-130,-51,0
0.535718800000268,0.5357,27778,-27123,0,29,73,68,-90,-32,0
0.538334599999871,0.5383,-11963,11256,0,18,57,75,-91,-35,0
0.5404641999998603,0.5405,-12646,18137,0,56,-14,68,-81,-35,0
0.5755990000002384,0.5756,30245,-32768,0,47,63,96,-54,-7,0
0.5776181000001088,0.5776,-32768,32767,0,55,22,68,-55,-25,0
0.5868306000002121,0.5868,27939,-27615,0,63,58,70,-42,20,0
0.5889581000001272,0.5890,-12093,11496,0,40,69,43,-43,11,0
0.5917518999999629,0.5918,-12606,18477,0,73,29,57,-70,-2,0
0.594341699999859,0.5943,30438,-32768,0,81,52,49,-46,-4,0
0.6132210999999188,0.6132,-32768,32767,0,35,-70,51,-70,-94,0
0.6158556999998837,0.6159,28022,-26363,0,21,-47,41,-20,-163,0
0.6181377000002612,0.6181,-11979,12625,0,-18,-70,0,-37,-203,0
0.6423659000001862,0.6424,-12172,18894,0,1,-122,-15,-36,-211,0
0.6441382000002704,0.6441,30770,-32768,0,0,-7,6,26,-179,0
0.646697099999983,0.6467,-32651,32767,0,23,-96,-21,-5,-216,0
0.6738123000000087,0.6738,28145,-26665,0,13,-97,-23,7,-181,0
0.6758712000000742,0.6759,-12185,12470,0,34,-50,-10,12,-163,0
0.6776562999998532,0.6777,-12282,17930,0,64,-81,-1,13,-151,0
0.679935099999966,0.6799,30407,-32768,0,73,16,-7,26,-127,0
0.6822069999998348,0.6822,-32768,32767,0,92,-39,4,-18,-143,0
0.6842231000000538,0.6842,27956,-27891,0,72,-3,8,0,-80,0
0.7091190000001006,0.7091,-12113,10620,0,61,2,60,-2,-79,0
0.7108621000002131,0.7109,-12585,17514,0,76,-48,70,-6,-55,0
0.7125759999998991,0.7126,30132,-32768,0,52,35,105,30,-47,0
0.7435353999999279,0.7435,-32768,32767,0,78,-1,62,-10,-37,0
0.745968300000186,0.7460,27981,-28195,0,70,7,49,-3,7,0
0.7485664000000725,0.7486,-12063,10176,0,67,-28,61,-27,20,0
0.7517378000002282,0.7517,-12401,16686,0,67,-106,3,-57,-6,0
0.7539763999998286,0.7540,29876,-32768,0,54,-9,22,-33,13,0
0.7626782000002095,0.7627,-32768,32767,0,59,-84,15,-81,-67,0
0.7808100000002014,0.7808,27801,-27579,0,33,-49,49,-42,-80,0
0.7836342999999033,0.7836,-12703,11956,0,60,10,63,-53,-90,0
0.786400699999831,0.7864,-12416,17396,0,129,-33,23,-72,-123,0
0.8115713000001961,0.8116,30277,-32768,0,155,35,51,-43,-68,0
0.8142831999998634,0.8143,-32734,32767,0,191,-54,30,-121,-42,0
0.8161583000000974,0.8162,28266,-28741,0,235,-39,26,-103,12,0
