# Stream: FlexEEG (EEG) from Umbara
# Time range (requested): 1163s - 1173s
# Buffer range available: 0.0000s - 1305.7841s
timestamp,relative_time,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9
238616.3903066,1163.0003,321,-238,1222,3,-59,131,-58,85,0
238616.3965821,1163.0066,162,-205,362,24,-95,166,-58,35,0
238616.3996573,1163.0096,177,-480,-229,35,-93,171,-79,3,0
238616.4024009,1163.0124,215,-495,-98,61,-104,163,-127,-21,0
238616.4056093,1163.0156,215,-471,107,63,-103,136,-129,-64,0
238616.4081846,1163.0182,340,-366,95,68,-97,124,-122,-96,0
238616.4107254,1163.0207,191,-473,-1549,101,-88,124,-136,-94,0
238616.4131056,1163.0231,74,-496,-1389,130,-92,128,-149,-80,0
238616.4154633,1163.0254,200,-475,-1138,96,-68,125,-137,-82,0
238616.43386,1163.0438,442,-426,-685,79,-71,132,-101,-55,0
238616.4389506,1163.0489,481,-498,-365,31,-86,146,-75,-16,0
238616.441372,1163.0514,464,-430,-1678,17,-110,144,-75,20,0
238616.4521843,1163.0622,535,-366,-1804,4,-118,139,-80,76,0
238616.4548487,1163.0648,584,-331,-1623,8,-123,141,-109,153,0
238616.457258,1163.0672,583,-369,-1020,-9,-146,153,-125,201,0
238616.4759252,1163.0859,548,-414,-1005,-30,-156,83,-97,241,0
238616.4777862,1163.0878,370,-328,-1310,-58,-162,73,-106,264,0
238616.4799987,1163.0900,248,-327,-971,-28,-163,75,-128,279,0
238616.5046976,1163.1147,92,-444,-597,-4,-142,74,-104,305,0
238616.5074019,1163.1174,198,-421,-115,-18,-128,39,-44,362,0
238616.5150103,1163.1250,293,-381,607,-43,-101,24,-33,359,0
238616.5283732,1163.1384,172,-647,-468,-19,-57,-13,-27,353,0
238616.5317427,1163.1417,278,-701,-739,-10,-65,-56,18,411,0
238616.5347137,1163.1447,547,-746,-520,-3,-63,-82,48,468,0
238616.5641267,1163.1741,756,-496,100,-13,-46,-100,85,484,0
238616.5664348,1163.1764,715,-641,495,-46,-21,-113,70,475,0
238616.5686346,1163.1786,326,-705,156,-39,-14,-90,66,452,0
238616.5908004,1163.2008,620,-570,315,-2,-17,-71,73,471,0
238616.5938338,1163.2038,836,-530,586,-16,-14,-63,112,516,0
238616.596313,1163.2063,1106,-437,878,-49,-10,-79,98,506,0
238616.6208362,1163.2308,1186,-332,346,-27,-19,-71,82,505,0
238616.6280546,1163.2380,1011,-447,-911,-37,14,-65,78,520,0
238616.6392327,1163.2492,674,-510,-938,-24,-6,-78,101,507,0
238616.6444868,1163.2545,764,-391,-783,-2,-31,-79,123,523,0
238616.6580773,1163.2681,840,-432,-738,29,-4,-90,116,511,0
238616.6607902,1163.2708,801,-560,-55,34,33,-89,141,456,0
238616.6638482,1163.2738,567,-765,-1918,16,32,-96,101,385,0
238616.6666703,1163.2767,709,-715,-1538,-7,27,-39,64,385,0
238616.670825,1163.2808,806,-793,-1026,9,45,-20,79,384,0
238616.6791367,1163.2891,858,-858,-1353,34,30,-24,83,315,0
238616.6852905,1163.2953,721,-661,-443,46,39,-10,87,277,0
238616.6877679,1163.2978,364,-468,-1927,45,58,7,100,277,0
238616.7017635,1163.3117,561,-162,-1024,21,74,5,123,284,0
238616.7031283,1163.3131,643,-112,-993,-1,76,8,120,257,0
238616.7047965,1163.3148,549,-97,-1252,9,87,10,112,215,0
238616.7263694,1163.3364,242,-324,-278,25,120,7,132,168,0
238616.7310439,1163.3410,-59,-398,-1102,25,84,19,92,146,0
238616.7375517,1163.3475,165,-191,-444,18,66,31,69,85,0
238616.7693303,1163.3793,9,-209,-437,44,58,28,69,88,0
238616.7746793,1163.3847,-54,-498,-1523,19,36,-8,54,74,0
238616.7800291,1163.3900,-233,-401,400,16,33,4,52,93,0
238616.7819588,1163.3919,-511,-390,-1150,38,47,11,48,104,0
238616.7837077,1163.3937,-783,-435,-423,66,78,-12,64,77,0
238616.7895348,1163.3995,-734,-104,-277,83,75,-36,70,98,0
238616.8023726,1163.4124,-776,-15,-1824,93,48,-22,82,99,0
238616.8047484,1163.4147,-468,-31,-200,83,42,-27,93,139,0
238616.8070429,1163.4170,-726,-394,-2132,67,70,-38,103,207,0
238616.8200407,1163.4300,-256,-139,-314,28,99,-34,108,245,0
238616.8231057,1163.4331,-265,-229,-337,-3,112,-56,129,272,0
238616.8254096,1163.4354,-196,-331,-1433,-37,95,-58,108,292,0
238616.84493,1163.4549,-170,-329,1165,-42,93,-52,83,341,0
238616.8473179,1163.4573,-561,-626,-456,-58,88,-63,57,328,0
