# Stream: FlexEEG (EEG) from Umbara
# Time range (requested): 1183s - 1193s
# Buffer range available: 0.0000s - 1265.1431s
timestamp,relative_time,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9
238636.4215083,1183.0315,-154,-82,275,59,-63,9,-156,-327,0
238636.4240152,1183.0340,-144,-121,-259,85,-46,9,-148,-269,0
238636.4273261,1183.0373,182,-102,-183,33,-35,6,-156,-242,0
238636.4491585,1183.0591,266,9,12,15,-50,-4,-168,-249,0
238636.4552146,1183.0652,240,-120,40,-1,-49,-3,-176,-254,0
238636.4615984,1183.0716,402,-33,-521,11,-57,15,-172,-237,0
238636.4650193,1183.0750,491,151,-297,21,-51,18,-177,-234,0
238636.4746412,1183.0846,307,32,-1061,79,-34,15,-216,-270,0
238636.4798797,1183.0899,166,106,-503,89,-33,33,-189,-308,0
238636.4855995,1183.0956,54,59,-739,92,-12,39,-191,-343,0
238636.4931514,1183.1031,-71,-111,-1820,69,25,47,-185,-380,0
238636.4976455,1183.1076,-70,-176,-2390,82,25,33,-167,-395,0
238636.5027373,1183.1127,270,135,-1780,71,-11,57,-196,-316,0
238636.5067113,1183.1167,295,46,-1207,72,-41,46,-217,-243,0
238636.5121841,1183.1222,202,-107,-1073,47,-54,34,-231,-211,0
238636.5185952,1183.1286,311,-246,-1689,4,-23,39,-252,-232,0
238636.524745,1183.1347,378,-115,-1602,-32,13,36,-273,-266,0
238636.5310257,1183.1410,514,-104,-1450,-5,34,43,-268,-321,0
238636.5382544,1183.1482,697,72,-1443,16,69,54,-258,-355,0
238636.544746,1183.1547,545,9,-898,3,72,97,-245,-402,0
238636.5481592,1183.1581,389,-227,-1371,11,51,118,-251,-398,0
238636.5608237,1183.1708,589,-158,-1486,15,7,128,-267,-404,0
238636.5635018,1183.1735,412,-80,-1546,4,25,148,-254,-367,0
238636.5658301,1183.1758,358,-22,-1533,-1,9,98,-211,-328,0
238636.6023254,1183.2123,590,208,-1175,5,-4,75,-160,-259,0
238636.6040094,1183.2140,629,271,-1034,4,0,73,-139,-202,0
238636.6065648,1183.2165,530,139,-817,10,-23,42,-114,-109,0
238636.6339256,1183.2439,466,61,-555,-16,-12,7,-99,-48,0
