# Stream: FlexEEG (EEG) from DESKTOP-0N5AHDD
# Time range (requested): 930s - 940s
# Buffer range available: 0.0000s - 994.1338s
timestamp,relative_time,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9
95995.0904729,930.0013,-92,125,2473,198,67,0,-21,16,0
95995.0917527,930.0026,38,239,-3970,210,57,-29,-11,36,0
95995.1215097,930.0323,307,137,3752,194,52,-20,-19,63,0
95995.122895,930.0337,-175,195,1158,179,73,-49,-31,85,0
95995.1243154,930.0351,215,152,-531,175,57,-48,-14,135,0
95995.1561614,930.0670,-8,92,4648,157,115,-28,8,129,0
95995.1574389,930.0683,-69,-71,-2975,151,117,-25,2,121,0
95995.1587263,930.0696,-63,-56,1747,163,116,-6,-7,42,0
95995.1866361,930.0975,-181,126,664,177,97,18,-4,-11,0
95995.1880336,930.0989,177,125,-166,188,101,36,-4,-19,0
95995.1906796,930.1015,-149,140,1485,142,113,48,36,4,0
95995.1921635,930.1030,74,219,-4222,142,101,35,12,-4,0
95995.1936098,930.1044,120,300,1579,161,121,34,-6,-1,0
95995.1949051,930.1057,-138,149,-297,185,146,17,4,0,0
95995.2206156,930.1314,-28,-12,297,212,120,25,-25,23,0
95995.2219196,930.1327,-497,44,3171,220,133,22,-40,40,0
95995.2231546,930.1340,-427,150,-2932,220,153,24,-14,42,0
95995.2551501,930.1660,-186,238,1436,248,166,65,-30,38,0
95995.2565541,930.1674,-428,162,-538,246,168,125,-30,44,0
95995.2638388,930.1747,-72,198,-4115,198,157,125,-52,38,0
95995.2958481,930.2067,-361,283,1591,179,169,126,-48,-14,0
95995.2974277,930.2083,-436,225,-2679,168,120,121,-56,-26,0
95995.298756,930.2096,-103,143,232,170,86,138,-31,-48,0
95995.3002316,930.2111,-414,73,-3400,168,96,141,-86,-72,0
95995.3016186,930.2124,19,152,-4318,176,60,101,-110,-97,0
95995.3029731,930.2138,56,205,2015,157,50,91,-88,-83,0
95995.3308626,930.2417,107,237,-1162,146,23,87,-108,-66,0
95995.3323416,930.2432,241,307,4009,111,15,50,-79,-14,0
95995.3336533,930.2445,-29,318,1259,89,51,3,-63,31,0
95995.3351242,930.2459,239,193,652,106,74,-11,-61,62,0
95995.3363844,930.2472,7,266,5019,145,106,-24,-23,110,0
95995.3378461,930.2487,105,252,-1841,155,105,17,-40,88,0
95995.3857518,930.2966,238,103,5684,141,137,30,-75,75,0
95995.3870732,930.2979,-140,82,2139,149,173,29,-80,48,0
95995.3884091,930.2992,24,126,-2092,148,143,29,-89,20,0
95995.4043791,930.3152,-436,148,2570,186,152,23,-93,22,0
95995.405991,930.3168,-176,108,-1344,187,118,46,-155,59,0
